,ProductId,UserId,ProfileName,Time,Text,Sentiment,Helpfulness,date,flag,sarcasm,Product,country,lang,url
810,B004ET7MG8,A3OXHLG6DIBRW8,"C. F. Hill ""CFH""",1272240000,"Trident ""Strawberry Twist"" sugarless gum is very disappointing, both in taste and consistency. The strawberry flavor is very artificial tasting and, though I guess it is a good thing, not very long lasting. The gum also gets ""stringy"" fairly quickly.<br /><br />I chew a lot of gum, but will not be buying this flavor again.<br /><br />Not Recommended!<br /><br />CFH",-1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
811,B004ET7MG8,A33VG37SOTA0YS,Daxvieor,1345507200,"Besides that mentioned in the title, the only other remarks I have about it is the price is hard to beat, the taste is akin to a Flintstone strawberry vitamin (for those of you that have tasted them), and taste lasts for not very long.  I'd say, on a scale of 1 to 10 with 10 lasting an extraordinary amount of time this would be a 3.  Also, the taste really diminishes to a subdued sweet after a very short amount of time.",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
812,B004ET7MG8,AI7W7S3IK45KV,"Young Professional ""Becca P""",1344211200,I love this flavor and I cant find it on the shelves anymore. The gum tasted fresh which is actually way better than when I used to buy it in stores!,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
813,B004ET7MG8,A3THFR9NVPSUIP,D. S. MD,1293926400,"If some other yahoo deems it ok to give give a suck review to this stuff because he doesn't like the taste, I feel I must assert that in this -as in all matters of taste- ""De Gustibus Non Disputandem Est"".<br /><br />I really love this gum. OK it doesn't really taste like strawberry, but it's still delicious. It has a wonderfully smooth consistency about halfway through, but then it gets tired, stuff, and squeaky.<br /><br />You'll forgive the squeaks perhaps when you find, as I did, that this stuff is a wonderful dietetic aid. By obsessively chewing this product I filled my gut with odorless room air and so helped me lose 25# in 3 months.<br /><br />Also, it doesn't lose its flavor on the bedpost overnight.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
814,B003AO5DLO,A26HBK5Y0EL8XQ,"R. Fauvelle ""wintering texan""",1289001600,BEST DOG FOOD ON THE MARKET TODAY.  HAD NUMEROUS EAR PROBLEMS WITH OUR COCKER SPANIEL AND THEY HAVE CLEARED UP SINCE TAKING THIS FOOD.,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
815,B003AO5DLO,A1O82ZI2GB22WZ,"T. Cammarata ""TLC""",1321488000,"My father could no longer take care of his beloved 6 year old Cocker Spaniel, so I decided to take her into my family. When I brought her to NYC she had ear and eye discharge. She was also  slightly overweight. After a check up with a vet that ruled out infection, I decided to try Royal Canin based on the numerous good reviews.Within a week her ear and eye problems were gone and she dropped a good amount of weight. This is going to be the only food that we will be feeding her!",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
816,B003AO5DLO,A228Q0U7S4D88X,Harley Quinn,1314144000,"Our Spaniel has tried several foods in her 6 years, and this is the only one she will eat by itself without any ""people food"" being added (of course, we still treat her occasionally).  When we went in for our 12 month tooth-cleaning appointment, the vet told us to take her home as her teeth didn't need any cleaning for another 6 months, at least.  It is specially designed for their teeth and health needs, and she loves it.  And it is actually cheaper here than at the fancy pet store!  What more could you ask?",1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
817,B003AO5DLO,A3BEO6VFOO8FRB,AggieSpaniel,1307664000,"Royal Canin was recommended for my dog, but since this line of dog food is specific to breed, it was difficult to find in stores.  PetsMart and Petco carried the Cocker Spaniel formula but only in smaller bags which is much more expensive on a per ounce ratio.  Finding a larger bag has been a great deal.  My cocker loves the food too!",-1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
818,B003AO5DLO,A30QZ7UKDUJHBB,"Olga Kochar ""Olga Kochar""",1304380800,This is food especially designed for Cocker spaniels who have a range of health issues...I have been using this product with three of my dogs and all of them are very happy with it. It also is packaged very well and as a result stays fresh for a long period of time. Great product!,1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
819,B003AO5DLO,A20HTVL7JE0JG2,Reginald H. Arthur,1342656000,"I tired many different dog foods over the 3 yrs I have my cocker spaniel. I then came upon this breed specific dog food & figured I'd try it. My dog loves this food and always finishes his food. I've used this for over 1 yr now & he has not tired of it. I have seen a significant change (for the better) in him, he's more active and doing well.<br /><br />I only buy this brand food for him now.<br /><br />Buster gives it 2 paws up & I give it 5 stars.",-1.0,0,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
820,B003AO5DLO,A36D2ED3Q81YEQ,Atheenas,1332806400,"I bought this for my one year old Cocker. However all the dogs love it. All their coats look better, they all shed less, eat less, use the bathroom less, my Cocker used to have this one chronic ear since the time I have had her as a puppy that it just gave her problems. It seems to have cleared up, no more smell. Her eyes give her less problems. And my 7yr old Yorkie he eats less, he used to throw up all the time had the most sensitive tummy. Our black lab mix, hot spots and she would just lick her fur off. All these great changes in a matter of a month.  I do mix it roughly 50/50 with Naturals dog food blend.  They are doing great.<br /><br />Sept 2012<br />I love this breed specific food, however I just went to place my next bi-monthly order and I am shocked at the price hike in just over a month!  I paid<br />$41.79 on Aug 3 for a 25lb bag and here it is Sept 20Th and the price has is now $53.94, a difference of $12.15 in price!  This is a huge amount to go up considering that I am assuming this is a price gouge; due to the speculation over crops :( I will look to my local vet for this product. I can get a large bag now less at Petco as well with the discounts they offer. They will order a larger bag if you ask.",1.0,1,2020-12-12,0,0,cauliflower,US,en,www.twitter.com/faoisejdfo/oijsd.html
